Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2022-01-18 00:00:00-05:00,45.5,46.68000030517578,45.29999923706055,46.16999816894531,258100,0.0,0.0,46.16999816894531
2022-01-19 00:00:00-05:00,46.16999816894531,46.16999816894531,42.08000183105469,42.150001525878906,404700,0.0,0.0,42.150001525878906
2022-01-20 00:00:00-05:00,42.150001525878906,43.81999969482422,41.630001068115234,42.29999923706055,233100,0.0,0.0,42.29999923706055
2022-01-21 00:00:00-05:00,41.54999923706055,43.22999954223633,41.0,41.0099983215332,212400,0.0,0.0,41.0099983215332
2022-01-24 00:00:00-05:00,40.349998474121094,41.04999923706055,38.939998626708984,40.939998626708984,235300,0.0,0.0,40.939998626708984
2022-01-25 00:00:00-05:00,40.34000015258789,40.68000030517578,38.70000076293945,39.45000076293945,177700,0.0,0.0,39.45000076293945
2022-01-26 00:00:00-05:00,40.13999938964844,40.779998779296875,38.400001525878906,39.0099983215332,166100,0.0,0.0,39.0099983215332
2022-01-27 00:00:00-05:00,39.709999084472656,40.06999969482422,38.5,38.81999969482422,156300,0.0,0.0,38.81999969482422
2022-01-28 00:00:00-05:00,38.75,40.16999816894531,38.15999984741211,40.150001525878906,190000,0.0,0.0,40.150001525878906
2022-01-31 00:00:00-05:00,39.90999984741211,40.52000045776367,39.29999923706055,40.52000045776367,243600,0.0,0.0,40.52000045776367
2022-02-01 00:00:00-05:00,40.79999923706055,41.75,39.720001220703125,41.70000076293945,624900,0.0,0.0,41.70000076293945
2022-02-02 00:00:00-05:00,43.52000045776367,44.0099983215332,40.939998626708984,43.810001373291016,862900,0.0,0.0,43.810001373291016
2022-02-03 00:00:00-05:00,43.40999984741211,43.40999984741211,38.689998626708984,39.310001373291016,611900,0.0,0.0,39.310001373291016
2022-02-04 00:00:00-05:00,39.18000030517578,39.81999969482422,38.08000183105469,38.20000076293945,354200,0.0,0.0,38.20000076293945
2022-02-07 00:00:00-05:00,38.400001525878906,38.709999084472656,37.209999084472656,38.0099983215332,282900,0.0,0.0,38.0099983215332
2022-02-08 00:00:00-05:00,38.0,38.61000061035156,37.689998626708984,38.5,208400,0.0,0.0,38.5
2022-02-09 00:00:00-05:00,39.0,39.0,38.060001373291016,38.650001525878906,220300,0.0,0.0,38.650001525878906
2022-02-10 00:00:00-05:00,38.2599983215332,39.150001525878906,38.060001373291016,38.56999969482422,287100,0.0,0.0,38.56999969482422
2022-02-11 00:00:00-05:00,38.41999816894531,38.790000915527344,37.61000061035156,38.060001373291016,184900,0.0,0.0,38.060001373291016
2022-02-14 00:00:00-05:00,37.75,38.349998474121094,37.66999816894531,38.06999969482422,158200,0.0,0.0,38.06999969482422
2022-02-15 00:00:00-05:00,38.40999984741211,39.790000915527344,38.40999984741211,39.72999954223633,199500,0.0,0.0,39.72999954223633
2022-02-16 00:00:00-05:00,39.380001068115234,39.959999084472656,39.0099983215332,39.7599983215332,138300,0.0,0.0,39.7599983215332
2022-02-17 00:00:00-05:00,39.22999954223633,39.459999084472656,38.84000015258789,38.849998474121094,129700,0.0,0.0,38.849998474121094
2022-02-18 00:00:00-05:00,38.81999969482422,39.369998931884766,38.54999923706055,39.15999984741211,271300,0.0,0.0,39.15999984741211
2022-02-22 00:00:00-05:00,38.93000030517578,40.189998626708984,38.33000183105469,39.18000030517578,373700,0.0,0.0,39.18000030517578
2022-02-23 00:00:00-05:00,39.43000030517578,39.970001220703125,38.7599983215332,39.029998779296875,280500,0.0,0.0,39.029998779296875
2022-02-24 00:00:00-05:00,37.349998474121094,39.22999954223633,37.0,39.189998626708984,232200,0.0,0.0,39.189998626708984
2022-02-25 00:00:00-05:00,39.33000183105469,40.18000030517578,38.619998931884766,40.16999816894531,317600,0.0,0.0,40.16999816894531
2022-02-28 00:00:00-05:00,39.54999923706055,40.65999984741211,38.900001525878906,39.290000915527344,312700,0.0,0.0,39.290000915527344
2022-03-01 00:00:00-05:00,39.27000045776367,40.349998474121094,38.779998779296875,39.900001525878906,362300,0.0,0.0,39.900001525878906
2022-03-02 00:00:00-05:00,40.130001068115234,42.459999084472656,40.130001068115234,42.16999816894531,261000,0.0,0.0,42.16999816894531
2022-03-03 00:00:00-05:00,42.369998931884766,42.95000076293945,41.68000030517578,42.11000061035156,171100,0.0,0.0,42.11000061035156
2022-03-04 00:00:00-05:00,41.599998474121094,41.91999816894531,40.43000030517578,41.56999969482422,175000,0.0,0.0,41.56999969482422
2022-03-07 00:00:00-05:00,41.5,41.68000030517578,40.08000183105469,40.439998626708984,225600,0.0,0.0,40.439998626708984
2022-03-08 00:00:00-05:00,40.52000045776367,41.16999816894531,39.9900016784668,40.47999954223633,273800,0.0,0.0,40.47999954223633
2022-03-09 00:00:00-05:00,41.13999938964844,41.939998626708984,40.869998931884766,41.599998474121094,151900,0.0,0.0,41.599998474121094
2022-03-10 00:00:00-05:00,41.08000183105469,42.040000915527344,40.81999969482422,41.18000030517578,176400,0.0,0.0,41.18000030517578
2022-03-11 00:00:00-05:00,41.619998931884766,41.970001220703125,40.86000061035156,41.59000015258789,158600,0.0,0.0,41.59000015258789
2022-03-14 00:00:00-04:00,41.54999923706055,41.849998474121094,40.18000030517578,40.52000045776367,199800,0.0,0.0,40.52000045776367
2022-03-15 00:00:00-04:00,40.65999984741211,41.86000061035156,40.33000183105469,41.81999969482422,158700,0.0,0.0,41.81999969482422
2022-03-16 00:00:00-04:00,42.0,43.040000915527344,41.70000076293945,42.75,199900,0.0,0.0,42.75
2022-03-17 00:00:00-04:00,42.47999954223633,42.79999923706055,41.779998779296875,41.939998626708984,126200,0.0,0.0,41.939998626708984
2022-03-18 00:00:00-04:00,41.95000076293945,43.209999084472656,41.59000015258789,42.88999938964844,329400,0.0,0.0,42.88999938964844
2022-03-21 00:00:00-04:00,42.540000915527344,43.560001373291016,42.540000915527344,42.9900016784668,111500,0.0,0.0,42.9900016784668
2022-03-22 00:00:00-04:00,43.13999938964844,43.59000015258789,42.68000030517578,42.95000076293945,441000,0.0,0.0,42.95000076293945
2022-03-23 00:00:00-04:00,42.810001373291016,42.9900016784668,41.16999816894531,42.34000015258789,118900,0.0,0.0,42.34000015258789
2022-03-24 00:00:00-04:00,42.54999923706055,43.029998779296875,42.16999816894531,42.5099983215332,115000,0.0,0.0,42.5099983215332
